customer_term,matched_product_code,matched_product_name,confidence_score,reasoning,match_type,timestamp,source_files
RST-VIEMÄRI MUHVIPUTKI 110X3000 AISI 304,0250188,MUHVIPUTKI  110X3000 MM S,0.9,"The dimensions (110X3000) and material ('RST-VIEMÄRI' / 'HST' - stainless steel drain pipe) match. The codes are different, and the offer specifies 'BLÜCHER TT' brand, while the customer specifies 'AISI 304' grade, which is a common type of HST.",equivalent,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
T-KAPPALE TY 125-125,8100190,T-KAPPALE 125-125,1.0,The product code and description match perfectly. 'TY' is an abbreviation for 'T-KAPPALE'.,exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
KIERRESAUMAKANAVA PUHDAS KANAVA 250 3M,8103326,KIERRESAUMAKANAVA 250 X 3000,1.0,The product code and description match perfectly. '3M' is equivalent to '3000' in length.,exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
VALUTUKI NAILON 50 - 125 KAHIPA,3225090,VALUTUKIPARI 50-125 MM,0.8,"The product type ('VALUTUKI' / 'VALUTUKIPARI' - casting support) and size range (50-125) match. The codes are different, and the offer does not specify 'NAILON' material or 'KAHIPA' brand.",equivalent,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
KUPARIPUTKI ULKOMAA L=5M 28.0X1.2,1582123,KUPARIPUTKI VEDETTY 5M 28X25.6,1.0,"The product code and core description match. The dimensions 28.0x1.2 (OD x wall thickness) are consistent with 28x25.6 (OD x ID), as (28-25.6)/2 = 1.2mm wall thickness.",exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
LATTIAKAIVO VAAKA 3X32/40 SIVU VIESER ONE 75 52601,3315931,LATTIAKAIVO VAAKA DN75 3X32/40 VT,1.0,"The product code and description match perfectly. 'SIVU' (side) and 'VT' (likely 'viemäröintiliitäntä' - drain connection) are consistent, and '75' is equivalent to 'DN75'.",,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
KUPARIPUTKI ULKOMAA L=5M 22.0X1.0,1582120,KUPARIPUTKI VEDETTY 5M 22X20,1.0,"The product code and core description match. The dimensions 22.0x1.0 (OD x wall thickness) are consistent with 22x20 (OD x ID), as (22-20)/2 = 1.0mm wall thickness.",exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
KUPARIPUTKI ULKOMAA L=5M 35.0X1.5,1582126,KUPARIPUTKI VEDETTY 5M 35X32,1.0,"The product code and core description match. The dimensions 35.0x1.5 (OD x wall thickness) are consistent with 35x32 (OD x ID), as (35-32)/2 = 1.5mm wall thickness.",exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
KÄYRÄ KY 45 125,8100126,KÄYRÄ 45 125,1.0,The product code and description match perfectly. 'KY' is an abbreviation for 'KÄYRÄ'.,exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
ÄÄNENVAIMENNIN KANTIKAS A-COLL 125-600-KVDPX-3 ACUTEC,8336414,ÄÄNENVAIMENNIN KANTIKAS 125 X 600,0.9,"The product type (ÄÄNENVAIMENNIN KANTIKAS) and dimensions (125-600) match exactly. The codes are different, and the brands/models (A-COLL ACUTEC vs ONEPIPE RSRF) differ, indicating an equivalent product from a different manufacturer.",equivalent,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
KIERRESAUMAKANAVA PUHDAS KANAVA 160 3M,8103324,KIERRESAUMAKANAVA 160 X 3000,1.0,The product code and description match perfectly. '3M' is equivalent to '3000' in length.,exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
KUPARIPUTKI ULKOMAA L=5M 54.0X1.5,1582132,KUPARIPUTKI VEDETTY 5M 54X51,1.0,"The product code and core description match. The dimensions 54.0x1.5 (OD x wall thickness) are consistent with 54x51 (OD x ID), as (54-51)/2 = 1.5mm wall thickness.",exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
ÄÄNENVAIMENNIN KANTIKAS A-COLL 160-1000-KVDPX-3 ACUTEC,8336418,ÄÄNENVAIMENNIN KANTIKAS 160 X 1000,0.9,"The product type (ÄÄNENVAIMENNIN KANTIKAS) and dimensions (160-1000) match exactly. The codes are different, and the brands/models (A-COLL ACUTEC vs ONEPIPE RSRF) differ, indicating an equivalent product from a different manufacturer.",equivalent,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
KIERRESAUMAKANAVA PUHDAS KANAVA 400 3M,8103328,KIERRESAUMAKANAVA 400 X 3000,1.0,The product code and description match perfectly. '3M' is equivalent to '3000' in length.,exact,2025-09-09T23:06:45.556457,customer_example1.txt + offer_example1.txt
KIERRESAUMAKANAVA PUHDAS KANAVA 100 3M,8103322,KIERRESAUMAKANAVA 100 X 3000,1.0,The product code and description match perfectly. '3M' is equivalent to '3000' in length.,exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
"KÄYTTÖVESI-/LÄMMITYSP. SUOJAP. PE-XA 16X2,0/50M (SP25MM)",9000,"KÄYTTÖVESI-/LÄMMITYSP. SUOJAP. PE-XA 16X2,0/50M (S",0.95,"The product description is almost identical, including material, dimensions, and length. The code is different, and the last part of the description is slightly truncated in the offer, but it clearly refers to the same product.",equivalent,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
MUHVIPUTKI HTP 110X3000 UPONOR 1053704,2410166,MUHVIPUTKI PP 110 X 3000,0.9,"The product type ('MUHVIPUTKI') and dimensions (110X3000) match. 'HTP' (High-Temperature Polypropylene) and 'PP' (Polypropylene) are very similar materials for drain pipes. The codes are different, and the offer does not specify 'UPONOR' brand.",equivalent,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
HANAKULMARASIA UNI PUSHFIT AX16 V3 G15,2018771,HANAKULMARASIA PISTOLIITTIMELLÄ 15MM,0.85,"Both are 'HANAKULMARASIA' (tap corner box) with a 15mm connection. The customer specifies 'PUSHFIT' and 'G15', while the offer specifies 'PISTOLIITTIMELLÄ' (push-fit connector). Codes and brands ('UNI' vs 'ONEPIPE') are different.",equivalent,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
ILMASTOINTISANKA A-COLLECTION M8 125 JUNIOR/2-OS./ZN,8352812,ILMASTOINTISANKA SINK M8/10 125,1.0,"The product code and core description match perfectly. 'A-COLLECTION' is a brand, 'SINK' refers to galvanized material. 'M8' is compatible with 'M8/10'.",exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
KIERRESAUMAKANAVA PUHDAS KANAVA 500 3M,8103329,KIERRESAUMAKANAVA 500 X 3000,1.0,The product code and description match perfectly. '3M' is equivalent to '3000' in length.,exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
TERÄSPUTKI KIERT EN 10255M 1/2 21.3X2.6 S195T HARMAA,0402060,MAALATTU PUTKI L=6M DN 15/21.3X2.6,0.95,"The technical specifications (dimensions 1/2"", 21.3X2.6, standard EN 10255, material S195T) match perfectly. The codes are different, and the description 'KIERT' (threaded) vs 'MAALATTU' (painted) is a slight difference, but the core product is identical.",equivalent,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
KUPARIPUTKI ULKOMAA L=5M 12.0X1.0,1582111,KUPARIPUTKI VEDETTY 5M 12X10,1.0,"The product code and core description match. The dimensions 12.0x1.0 (OD x wall thickness) are consistent with 12x10 (OD x ID), as (12-10)/2 = 1.0mm wall thickness.",exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
KUPARIPUTKI 1/2KOVAKROM L=2.75 12.0X1.0,1581428,KUPARIPUTKI KROM  12 X 2750,1.0,The product code and description match perfectly. '1/2KOVAKROM' (half-hard chrome) is consistent with 'KROM PUOLIKOVA' (chrome half-hard). Length L=2.75m is 2750mm. 12.0x1.0 is consistent with 12mm OD.,exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
PUHDISTUSLUUKKU KANAVALLE PLK 125 A-COLLECTION,8313052,PUHDISTUSLUUKKU PIKA JÄLKIAS. 125,0.8,"Both are 'PUHDISTUSLUUKKU' (inspection door) for a 125mm duct. The codes are different, and the offer specifies a 'PIKA JÄLKIAS.' (quick retrofit) type, while the customer specifies 'A-COLLECTION' brand.",equivalent,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
KIERRETANKO HST M10X2000 DIN 976-1 A4-70,3211210,KIERRETANKO HST 10 X 2000MM,1.0,"The product code and core description match perfectly. 'M10' is equivalent to '10', and '2000' to '2000MM'. 'HST' (stainless steel) matches. The DIN standard and grade are additional details not in the offer but do not contradict the match.",exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
T-KAPPALE TY 125-100,8100188,T-KAPPALE 125-100,1.0,The product code and description match perfectly. 'TY' is an abbreviation for 'T-KAPPALE'.,exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
SOLUKUMIKÄYRÄ A-COLLECTION 125X90 19MM,3126793,SOLUKUMIKULMA 19MM 125 X 90,0.9,"The product type ('SOLUKUMIKÄYRÄ' / 'SOLUKUMIKULMA' - cellular rubber bend/elbow) and dimensions (125X90, 19MM thickness) match. The codes are different, and the offer does not specify 'A-COLLECTION' brand.",equivalent,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
ÄÄNENVAIMENNIN KANTIKAS A-COLL 100-1000-KVDPX-3 ACUTEC,8336412,ÄÄNENVAIMENNIN KANTIKAS 100 X 1000,0.9,"The product type (ÄÄNENVAIMENNIN KANTIKAS) and dimensions (100-1000) match exactly. The codes are different, and the brands/models (A-COLL ACUTEC vs ONEPIPE RSRF) differ, indicating an equivalent product from a different manufacturer.",equivalent,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
TERÄSPUTKI KIERT EN 10255M 3/8 17.2X2.3 S195T HARMAA,0402029,MAALATTU PUTKI L=6M DN 10/17.2X2.3,0.95,"The technical specifications (dimensions 3/8"", 17.2X2.3, standard EN 10255, material S195T) match perfectly. The codes are different, and the description 'KIERT' (threaded) vs 'MAALATTU' (painted) is a slight difference, but the core product is identical.",equivalent,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
KUPARIPUTKI ULKOMAA L=5M 42.0X1.5,1582129,KUPARIPUTKI VEDETTY 5M 42X39,1.0,"The product code and core description match. The dimensions 42.0x1.5 (OD x wall thickness) are consistent with 42x39 (OD x ID), as (42-39)/2 = 1.5mm wall thickness.",exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
RST-VIEMÄRI MUHVIPUTKI 160X3000 AISI 304,0250238,MUHVIPUTKI  160X3000 MM S,0.9,"The dimensions (160X3000) and material ('RST-VIEMÄRI' / 'HST' - stainless steel drain pipe) match. The codes are different, and the offer specifies 'BLÜCHER TT' brand, while the customer specifies 'AISI 304' grade, which is a common type of HST.",equivalent,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
"PUTKIPIDIN HST 108-114 M8/10 4"" DU110 A-COLL.",3232959,TEOLLISUUSPIDIN HST M8/10 DN100,0.9,"Both are 'HST' (stainless steel) pipe clamps ('PUTKIPIDIN' / 'TEOLLISUUSPIDIN' / 'VIEMÄRIPIDIN'). The thread size M8/10 and pipe size 'DU110' (for 110mm OD) / 'DN100' (nominal 100, often 110mm OD) match. The codes are different, and 'A-COLL.' is a brand.",equivalent,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
SISÄLIITIN LYP 125,8100676,SISÄLIITIN 125,1.0,The product code and description match perfectly. 'LYP' is likely an internal abbreviation.,exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
TERÄSPUTKI HITSATTU EN 10217-1 76.1X2.9 P235 TR1 SUOJAM L=6 M,0404342,PUTKI HITS ST37.0 6M 76.1X2.9,1.0,"The product code and technical specifications (dimensions 76.1X2.9, standard EN 10217, material P235, length 6M) match perfectly. 'ST37.0' is an older designation for P235.",exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
PESUKONEEN POISTOKULMA MESS. 3/4x28 MAIJA,2372234,VIEMÄRÖINTIKULMA 28/32X3/4 SK,1.0,The product code and brand 'MAIJA' match. 'PESUKONEEN POISTOKULMA' (washing machine drain elbow) and 'VIEMÄRÖINTIKULMA' (drain elbow) are the same function. Connection sizes '3/4x28' and '28/32X3/4 SK' are consistent.,exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
HANAKULMARASIA (PARI) HELA 1/2X15 VÄLIK 28/25 SUOJAP,2018748,HANAKULMARASIA PEX LIITT. 15 MM,0.8,"Both are 'HANAKULMARASIA' (tap corner box) with a 15mm connection. The codes and brands ('HELA' vs 'ONEPIPE') are different, and the specific connection type ('PEX LIITT.') and additional details ('VÄLIK 28/25 SUOJAP') vary.",equivalent,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
KÄYRÄ KY 30 125,8100154,KÄYRÄ 30 125,1.0,The product code and description match perfectly. 'KY' is an abbreviation for 'KÄYRÄ'.,exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
VENTTIILIKAIVO DN 70,3370070,VENTTIILIKAIVO DN70 UMPIKANSI A15,1.0,The product code and core description ('VENTTIILIKAIVO DN 70' / 'VENTTIILIKAIVO DN70') match perfectly. The offer provides additional details about the cover and brand.,exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
KÄYRÄ KY 90 160,8100098,KÄYRÄ 90 160,1.0,The product code and description match perfectly. 'KY' is an abbreviation for 'KÄYRÄ'.,exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
PESUKONEVENTTIILI IMUSUOJALLA G3/4 X G1/2 ORAS 180,6219530,PESUKONEVENTTIILI G3/4 X 1/2 180,1.0,"The product code and description match perfectly, including brand 'ORAS' and connection sizes.",exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
SOLUKUMILEVY A-COLLECTION 19MM SC LEVY 6M2/PAK,3126779,SOLUKUMIMATTO 19MM,0.85,"Both are 'SOLUKUMILEVY' / 'SOLUKUMIMATTO' (cellular rubber sheet/mat) with 19mm thickness. The codes are different, and the packaging size (6M2/PAK vs 10 M2/LTK) and brand ('A-COLLECTION') differ.",equivalent,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
TUULETUSPAALU VILPE ROSS 790361 160 VAAL.HA,7814651,ROSS-TUULETUSPAALU 160/170 VAALEANHARMAA,1.0,"The product code and description match perfectly. 'TUULETUSPAALU VILPE ROSS' is consistent with 'ROSS-TUULETUSPAALU VILPE'. Size '160' is covered by '160/170', and 'VAAL.HA' (light grey) matches 'VAALEANHARMAA'.",exact,2025-09-09T23:06:45.557449,customer_example1.txt + offer_example1.txt
Mustat putket ja osat Teräsputki hitsattu 65 putki L=6M m 12,0404342,PUTKI HITS ST37.0 6M 76.1X2.9,1.0,"The offer product 'PUTKI HITS ST37.0 6M' directly matches 'Teräsputki hitsattu L=6M', and 'DN 65' corresponds to '65 putki'.",exact,2025-09-09T23:13:11.248925,customer_example1.txt + offer_example1.txt
Mustat putket ja osat Teräsputki hitsattu 50 putki L=6M m 30,0404274,PUTKI HITS ST37.0 6M 60.3X2.9,1.0,"The offer product 'PUTKI HITS ST37.0 6M' directly matches 'Teräsputki hitsattu L=6M', and 'DN 50' corresponds to '50 putki'.",exact,2025-09-09T23:13:11.248925,customer_example1.txt + offer_example1.txt
Mustat putket ja osat Teräsputki hitsattu 40 putki L=6M m 54,0404203,PUTKI HITS ST37.0 6M 48.3X2.6,1.0,"The offer product 'PUTKI HITS ST37.0 6M' directly matches 'Teräsputki hitsattu L=6M', and 'DN 40' corresponds to '40 putki'.",exact,2025-09-09T23:13:11.248925,customer_example1.txt + offer_example1.txt
Mustat putket ja osat Teräsputki hitsattu 32 putki L=6M m 42,0404169,PUTKI HITS ST37.0 6M 42.4X2.6,1.0,"The offer product 'PUTKI HITS ST37.0 6M' directly matches 'Teräsputki hitsattu L=6M', and 'DN 32' corresponds to '32 putki'.",exact,2025-09-09T23:13:11.248925,customer_example1.txt + offer_example1.txt
Mustat putket ja osat Teräsputki hitsattu 25 putki L=6M m 60,0404136,PUTKI HITS ST37.0 6M 33.7X2.6,1.0,"The offer product 'PUTKI HITS ST37.0 6M' directly matches 'Teräsputki hitsattu L=6M', and 'DN 25' corresponds to '25 putki'.",exact,2025-09-09T23:13:11.248925,customer_example1.txt + offer_example1.txt
Mustat putket ja osat Teräsputki hitsattu 20 putki L=6M m 18,0404094,PUTKI HITS ST37.0 6M 26.9X2.3,1.0,"The offer product 'PUTKI HITS ST37.0 6M' directly matches 'Teräsputki hitsattu L=6M', and 'DN 20' corresponds to '20 putki'.",exact,2025-09-09T23:13:11.248925,customer_example1.txt + offer_example1.txt
Mustat putket ja osat Teräsputki hitsattu 15 putki L=6M m 6,0404058,PUTKI HITS ST37.0 6M 21.3X2.0,1.0,"The offer product 'PUTKI HITS ST37.0 6M' directly matches 'Teräsputki hitsattu L=6M', and 'DN 15' corresponds to '15 putki'.",exact,2025-09-09T23:13:11.248925,customer_example1.txt + offer_example1.txt
Mustat putket ja osat Supistusliitin hitsattava teräs DN65x50 kpl 4,0572087,HITSATTAVA SUPISTUSYHDE 76.1X60.3,1.0,The offer product 'HITSATTAVA SUPISTUSYHDE' matches 'Supistusliitin hitsattava teräs'. The dimensions 76.1mm and 60.3mm correspond to DN65 and DN50 respectively.,exact,2025-09-09T23:13:11.248925,customer_example1.txt + offer_example1.txt
Mustat putket ja osat Supistusliitin hitsattava teräs DN50x40 kpl 4,0572067,HITSATTAVA SUPISTUSYHDE 60.3X48.3,1.0,The offer product 'HITSATTAVA SUPISTUSYHDE' matches 'Supistusliitin hitsattava teräs'. The dimensions 60.3mm and 48.3mm correspond to DN50 and DN40 respectively.,exact,2025-09-09T23:13:11.248925,customer_example1.txt + offer_example1.txt
Mustat putket ja osat Supistusliitin hitsattava teräs DN32x25 kpl 4,0572034,HITSATTAVA SUPISTUSYHDE 42.4X33.7,1.0,The offer product 'HITSATTAVA SUPISTUSYHDE' matches 'Supistusliitin hitsattava teräs'. The dimensions 42.4mm and 33.7mm correspond to DN32 and DN25 respectively.,exact,2025-09-09T23:13:11.248925,customer_example1.txt + offer_example1.txt
Mustat putket ja osat Supistusliitin hitsattava teräs DN25x20 kpl 6,0572021,HITSATTAVA SUPISTUSYHDE 33.7X26.9,1.0,The offer product 'HITSATTAVA SUPISTUSYHDE' matches 'Supistusliitin hitsattava teräs'. The dimensions 33.7mm and 26.9mm correspond to DN25 and DN20 respectively.,exact,2025-09-09T23:13:11.248925,customer_example1.txt + offer_example1.txt
Mustat putket ja osat Käyrä hitsattava teräs DN65x90 kpl 2,0550289,HITSATTAVA KÄYRÄ 90º SAUM 76.1X2.9,1.0,The offer product 'HITSATTAVA KÄYRÄ 90º' matches 'Käyrä hitsattava teräs DNxx x90'. The dimension 76.1mm corresponds to DN65.,exact,2025-09-09T23:13:11.248925,customer_example1.txt + offer_example1.txt
Mustat putket ja osat Käyrä hitsattava teräs DN50x90 kpl 6,0550224,HITSATTAVA KÄYRÄ 90º SAUM 60.3X2.9,1.0,The offer product 'HITSATTAVA KÄYRÄ 90º' matches 'Käyrä hitsattava teräs DNxx x90'. The dimension 60.3mm corresponds to DN50.,exact,2025-09-09T23:13:11.248925,customer_example1.txt + offer_example1.txt
